product_id,category_id,unit_of_measure,unit_cost_rwf,selling_price_rwf,product_status,reorder_point_units,lead_time_buffer_days,movement_type,quantity_ordered_units,quantity_fulfilled_units,remaining_stock_units,order_id,customer_id,region,lost_sale_qty_units,po_id,supplier_id,transaction_date,landed_cost_rwf
HUB-PIC-681,Equipment,Unit (Piece),28061,39032,sold,1019,26,Sale,19,19,25214,3fc56f2e,AGRO-DEALER-173,Musanze,0,PO-INTL-40716,Bakhresa Group,10/5/2025 0:00,36479
HUB-DIT-380,Pesticides,Bottle (1L/500ml),41250,52659,sold,1303,32,Sale,97,97,18672,6c77d4b2,AGRO-DEALER-71,Musanze,0,PO-INTL-69886,Bakhresa Group,10/5/2025 10:00,53625
HUB-URE-656,Fertilizers,Bag (50kg),25368,35167,sold,743,15,Sale,64,64,15585,5429c2da,AGRO-DEALER-14,Gasabo,0,PO-INTL-14132,Yalla Yalla Ltd,10/5/2025 19:00,32978
HUB-ROC-925,Pesticides,Bottle (1L/500ml),9892,13474,sold,1362,35,Sale,28,28,26992,bc33eab1,AGRO-DEALER-118,Huye,0,PO-INTL-37484,Yalla Yalla Ltd,10/5/2025 23:00,12860
HUB-ROC-347,Pesticides,Bottle (1L/500ml),9009,12059,sold,710,23,Sale,80,80,26912,c32f8170,AGRO-DEALER-39,Huye,0,PO-INTL-33453,Agrotech,10/6/2025 6:00,11712
HUB-HYB-189,Seeds,Packet (2kg-5kg),27875,34186,sold,1402,36,Sale,67,67,13153,3ff53a9f,AGRO-DEALER-167,Rubavu,0,PO-INTL-50430,Agrotech,10/6/2025 8:00,36238
HUB-KNA-980,Equipment,Unit (Piece),26022,33362,available,1080,21,Adjustment,0,0,22072,7f43b16d,AGRO-DEALER-116,Huye,0,PO-INTL-70558,Yalla Yalla Ltd,10/6/2025 12:00,33829
HUB-ROC-296,Pesticides,Bottle (1L/500ml),17733,20636,sold,742,15,Sale,36,36,26876,67a3e505,AGRO-DEALER-86,Nyagatare,0,PO-INTL-31652,Agrotech,10/6/2025 20:00,23053
HUB-CLI-981,Seeds,Packet (2kg-5kg),36959,45850,sold,1491,36,Sale,48,48,16907,d614db5e,AGRO-DEALER-159,Gasabo,0,PO-INTL-37326,ETG Rwanda,10/7/2025 1:00,48047
HUB-KNA-775,Equipment,Unit (Piece),9622,11237,sold,911,39,Sale,41,41,22031,b2f7b20f,AGRO-DEALER-144,Musanze,0,PO-INTL-92055,Yalla Yalla Ltd,10/7/2025 11:00,12509
HUB-PIC-575,Equipment,Unit (Piece),40387,49672,sold,1056,44,Sale,85,85,25129,3c03c25f,AGRO-DEALER-186,Gasabo,0,PO-INTL-30511,Bakhresa Group,10/7/2025 19:00,52503
HUB-SOY-572,Seeds,Packet (2kg-5kg),40463,46777,sold,1263,42,Sale,83,83,14861,34b1b3ee,AGRO-DEALER-114,Nyagatare,0,PO-INTL-35912,Yalla Yalla Ltd,10/8/2025 6:00,52602
HUB-DIT-766,Pesticides,Bottle (1L/500ml),35484,44615,sold,872,16,Sale,90,90,18582,5fc7b0d4,AGRO-DEALER-143,Huye,0,PO-INTL-90107,Agrotech,10/8/2025 8:00,46129
HUB-DAP-151,Fertilizers,Bag (50kg),36806,49520,sold,1220,42,Sale,60,60,18692,86b6cc6e,AGRO-DEALER-51,Nyagatare,0,PO-INTL-75020,Yalla Yalla Ltd,10/8/2025 18:00,47848
HUB-NPK-358,Fertilizers,Bag (50kg),34926,48829,sold,1365,23,Sale,23,23,16070,a77d312c,AGRO-DEALER-40,Gasabo,0,PO-INTL-62185,Agrotech,10/9/2025 3:00,45404
HUB-URE-492,Fertilizers,Bag (50kg),16289,22043,sold,602,31,Sale,53,53,15532,0cc94b25,AGRO-DEALER-190,Huye,0,PO-INTL-12596,Bakhresa Group,10/9/2025 7:00,21176
HUB-URE-590,Fertilizers,Bag (50kg),15445,19055,sold,782,29,Sale,29,29,15503,bce28ee2,AGRO-DEALER-94,Rubavu,0,PO-INTL-20027,Agrotech,10/9/2025 11:00,20078
HUB-DAP-565,Fertilizers,Bag (50kg),27278,35878,sold,1323,10,Sale,22,22,18670,9c26ee62,AGRO-DEALER-151,Gasabo,0,PO-INTL-68465,Yalla Yalla Ltd,10/9/2025 17:00,35461
HUB-PIC-476,Equipment,Unit (Piece),26476,34161,sold,1066,39,Sale,86,86,25043,219b7490,AGRO-DEALER-194,Musanze,0,PO-INTL-42548,Bakhresa Group,10/9/2025 18:00,34419
HUB-KNA-386,Equipment,Unit (Piece),39586,50407,sold,974,33,Sale,27,27,22004,997eace9,AGRO-DEALER-106,Gasabo,0,PO-INTL-14257,Agrotech,10/10/2025 4:00,51462
HUB-PIC-636,Equipment,Unit (Piece),32955,45347,available,1451,35,Purchase,0,0,26008,fbe6c98f,AGRO-DEALER-77,Nyagatare,0,PO-INTL-97995,Agrotech,10/10/2025 9:00,42842
HUB-NPK-149,Fertilizers,Bag (50kg),44398,60093,sold,1498,21,Sale,95,95,15975,ce9d3469,AGRO-DEALER-48,Gasabo,0,PO-INTL-65491,Bakhresa Group,10/10/2025 15:00,57717
HUB-NPK-165,Fertilizers,Bag (50kg),28324,39200,available,892,12,Purchase,0,0,17625,183a0ce8,AGRO-DEALER-196,Rubavu,0,PO-INTL-72197,Agrotech,10/10/2025 16:00,36821
HUB-DAP-607,Fertilizers,Bag (50kg),30577,38584,sold,1348,33,Sale,27,27,18643,5ae29d64,AGRO-DEALER-107,Rubavu,0,PO-INTL-19039,Agrotech,10/10/2025 19:00,39750
HUB-CLI-825,Seeds,Packet (2kg-5kg),13849,19343,sold,863,32,Sale,14,14,16893,228991a6,AGRO-DEALER-23,Rubavu,0,PO-INTL-15000,ETG Rwanda,10/10/2025 21:00,18004
HUB-KNA-975,Equipment,Unit (Piece),8787,11713,sold,828,36,Sale,57,57,21947,763a5ef0,AGRO-DEALER-109,Gasabo,0,PO-INTL-37280,Bakhresa Group,10/11/2025 6:00,11423
HUB-SOY-992,Seeds,Packet (2kg-5kg),28495,35972,sold,695,8,Sale,20,20,14841,f5f12ca6,AGRO-DEALER-145,Gasabo,0,PO-INTL-34283,Yalla Yalla Ltd,10/11/2025 13:00,37044
HUB-PIC-471,Equipment,Unit (Piece),40834,52859,sold,569,42,Sale,38,38,25970,9ba1f025,AGRO-DEALER-123,Huye,0,PO-INTL-99007,Bakhresa Group,10/11/2025 21:00,53084
HUB-PIC-928,Equipment,Unit (Piece),13880,17152,sold,611,42,Sale,57,57,25913,7bb319ac,AGRO-DEALER-52,Nyagatare,0,PO-INTL-56627,Bakhresa Group,10/11/2025 23:00,18044
HUB-CYP-157,Pesticides,Bottle (1L/500ml),37238,44040,sold,1041,29,Sale,31,31,22534,1fb91c1d,AGRO-DEALER-146,Musanze,0,PO-INTL-37025,Yalla Yalla Ltd,10/12/2025 4:00,48409
HUB-SOY-173,Seeds,Packet (2kg-5kg),39829,52117,available,915,14,Purchase,0,0,16340,d2c71b8b,AGRO-DEALER-145,Gasabo,0,PO-INTL-74175,Agrotech,10/12/2025 14:00,51778
HUB-PIC-912,Equipment,Unit (Piece),6223,8665,available,877,38,Purchase,0,0,26891,e616f0b6,AGRO-DEALER-180,Musanze,0,PO-INTL-42780,Bakhresa Group,10/12/2025 18:00,8090
HUB-KNA-240,Equipment,Unit (Piece),36689,49146,available,660,38,Purchase,0,0,22896,5877f733,AGRO-DEALER-32,Nyagatare,0,PO-INTL-56339,Bakhresa Group,10/13/2025 5:00,47696
HUB-ROC-669,Pesticides,Bottle (1L/500ml),33060,43940,sold,1499,43,Sale,58,58,26818,0c0bd156,AGRO-DEALER-172,Gasabo,0,PO-INTL-39974,Bakhresa Group,10/13/2025 7:00,42978
HUB-ROC-816,Pesticides,Bottle (1L/500ml),22067,28880,available,1463,10,Purchase,0,0,27486,3ce5b6df,AGRO-DEALER-135,Nyagatare,0,PO-INTL-66790,ETG Rwanda,10/13/2025 8:00,28687
HUB-NPK-922,Fertilizers,Bag (50kg),30781,40013,sold,1148,31,Sale,73,73,17552,8ec038c6,AGRO-DEALER-17,Rubavu,0,PO-INTL-37835,ETG Rwanda,10/13/2025 14:00,40015
HUB-CYP-534,Pesticides,Bottle (1L/500ml),9865,11505,available,774,25,Adjustment,0,0,22533,57ee5812,AGRO-DEALER-76,Huye,0,PO-INTL-20965,Agrotech,10/13/2025 21:00,12824
HUB-URE-328,Fertilizers,Bag (50kg),33875,46442,sold,547,33,Sale,27,27,15476,442cdb7d,AGRO-DEALER-63,Huye,0,PO-INTL-47117,ETG Rwanda,10/14/2025 2:00,44038
HUB-SOY-539,Seeds,Packet (2kg-5kg),8938,12467,sold,674,20,Sale,51,51,16289,39733728,AGRO-DEALER-136,Musanze,0,PO-INTL-16360,ETG Rwanda,10/14/2025 7:00,11619
HUB-KNA-301,Equipment,Unit (Piece),11505,14347,sold,865,37,Sale,99,99,22797,a95e4d86,AGRO-DEALER-26,Huye,0,PO-INTL-12335,Agrotech,10/14/2025 15:00,14956
HUB-NPK-113,Fertilizers,Bag (50kg),35055,43556,sold,1439,19,Sale,68,68,17484,72b9d4d7,AGRO-DEALER-104,Rubavu,0,PO-INTL-16613,Yalla Yalla Ltd,10/14/2025 20:00,45572
HUB-PIC-749,Equipment,Unit (Piece),6972,9228,available,807,11,Purchase,0,0,28660,7cc37d98,AGRO-DEALER-157,Musanze,0,PO-INTL-45162,ETG Rwanda,10/15/2025 7:00,9064
HUB-DAP-207,Fertilizers,Bag (50kg),28565,39263,sold,739,37,Sale,53,53,18590,2fc04f9e,AGRO-DEALER-177,Rubavu,0,PO-INTL-33088,ETG Rwanda,10/15/2025 14:00,37134
HUB-CLI-183,Seeds,Packet (2kg-5kg),29904,35572,available,1168,11,Purchase,0,0,18361,ccdd7b15,AGRO-DEALER-85,Gasabo,0,PO-INTL-66795,ETG Rwanda,10/15/2025 23:00,38875
HUB-CYP-870,Pesticides,Bottle (1L/500ml),27914,34903,sold,1464,12,Sale,96,96,22437,325700ff,AGRO-DEALER-7,Huye,0,PO-INTL-69395,Agrotech,10/16/2025 3:00,36288
HUB-DAP-633,Fertilizers,Bag (50kg),6511,9079,sold,1420,36,Sale,65,65,18525,18d4d5fe,AGRO-DEALER-156,Huye,0,PO-INTL-76470,Agrotech,10/16/2025 5:00,8464
HUB-NPK-688,Fertilizers,Bag (50kg),26147,36135,sold,670,37,Sale,78,78,17406,b982121b,AGRO-DEALER-1,Musanze,0,PO-INTL-79393,Bakhresa Group,10/16/2025 15:00,33991
HUB-NPK-651,Fertilizers,Bag (50kg),13214,16069,available,946,44,Purchase,0,0,18303,cb21a090,AGRO-DEALER-82,Rubavu,0,PO-INTL-13051,Agrotech,10/17/2025 2:00,17178
HUB-SOY-353,Seeds,Packet (2kg-5kg),27607,34839,sold,1483,39,Sale,40,40,16249,d8bb3ae3,AGRO-DEALER-129,Huye,0,PO-INTL-50462,ETG Rwanda,10/17/2025 4:00,35889
HUB-DIT-389,Pesticides,Bottle (1L/500ml),14530,19801,sold,1043,13,Sale,75,75,18507,6fac4eee,AGRO-DEALER-117,Nyagatare,0,PO-INTL-13970,Yalla Yalla Ltd,10/17/2025 15:00,18889
HUB-PIC-934,Equipment,Unit (Piece),44735,59037,sold,1370,24,Sale,72,72,28588,8c262c46,AGRO-DEALER-190,Musanze,0,PO-INTL-74435,ETG Rwanda,10/17/2025 19:00,58156
HUB-SOY-552,Seeds,Packet (2kg-5kg),21175,25549,sold,918,32,Sale,31,31,16218,4eb6556f,AGRO-DEALER-194,Nyagatare,0,PO-INTL-79192,Agrotech,10/18/2025 6:00,27528
HUB-ROC-949,Pesticides,Bottle (1L/500ml),31969,39972,sold,1312,39,Sale,16,16,27470,44e06399,AGRO-DEALER-127,Nyagatare,0,PO-INTL-86454,Agrotech,10/18/2025 8:00,41560
HUB-DAP-139,Fertilizers,Bag (50kg),40013,47909,sold,681,19,Sale,82,82,18443,ada3cf1a,AGRO-DEALER-135,Gasabo,0,PO-INTL-49857,Bakhresa Group,10/18/2025 15:00,52017
HUB-SOY-873,Seeds,Packet (2kg-5kg),7787,9813,sold,1318,15,Sale,54,54,16164,3b628a09,AGRO-DEALER-119,Nyagatare,0,PO-INTL-87714,ETG Rwanda,10/18/2025 18:00,10123
HUB-DAP-356,Fertilizers,Bag (50kg),40998,47658,sold,1153,24,Sale,27,27,18416,af251420,AGRO-DEALER-136,Musanze,0,PO-INTL-33118,Bakhresa Group,10/19/2025 4:00,53297
HUB-CLI-138,Seeds,Packet (2kg-5kg),22505,31328,available,1425,42,Adjustment,0,0,18358,a25c9b82,AGRO-DEALER-7,Gasabo,0,PO-INTL-98876,Yalla Yalla Ltd,10/19/2025 5:00,29256
HUB-KNA-289,Equipment,Unit (Piece),21982,29881,available,724,27,Purchase,0,0,23814,e2cb023c,AGRO-DEALER-147,Musanze,0,PO-INTL-85874,Bakhresa Group,10/19/2025 16:00,28577
HUB-SOY-284,Seeds,Packet (2kg-5kg),28148,33826,sold,1021,10,Sale,31,31,16133,99696bf7,AGRO-DEALER-66,Gasabo,0,PO-INTL-36234,Yalla Yalla Ltd,10/19/2025 21:00,36592
HUB-CYP-693,Pesticides,Bottle (1L/500ml),37181,48479,sold,1069,18,Sale,19,19,22418,d9aeb837,AGRO-DEALER-149,Rubavu,0,PO-INTL-15250,ETG Rwanda,10/20/2025 7:00,48335
HUB-URE-874,Fertilizers,Bag (50kg),36150,48231,sold,610,13,Sale,30,30,15446,2924f3be,AGRO-DEALER-27,Gasabo,0,PO-INTL-89566,Yalla Yalla Ltd,10/20/2025 8:00,46995
HUB-CYP-369,Pesticides,Bottle (1L/500ml),38541,49947,sold,1439,9,Sale,16,16,22402,78c1557a,AGRO-DEALER-46,Rubavu,0,PO-INTL-94131,ETG Rwanda,10/20/2025 10:00,50103
HUB-KNA-158,Equipment,Unit (Piece),35129,45258,sold,1088,32,Sale,47,47,23767,04338d90,AGRO-DEALER-172,Nyagatare,0,PO-INTL-91113,Agrotech,10/20/2025 16:00,45668
HUB-CYP-148,Pesticides,Bottle (1L/500ml),9231,11257,available,566,43,Purchase,0,0,23727,a312d057,AGRO-DEALER-19,Gasabo,0,PO-INTL-12076,Agrotech,10/20/2025 17:00,12000
HUB-DAP-340,Fertilizers,Bag (50kg),7360,10131,sold,1088,28,Sale,15,15,18401,db3d8671,AGRO-DEALER-4,Rubavu,0,PO-INTL-43700,Bakhresa Group,10/20/2025 21:00,9568
HUB-URE-346,Fertilizers,Bag (50kg),17620,23754,sold,1354,23,Sale,37,37,15409,331faf4d,AGRO-DEALER-137,Musanze,0,PO-INTL-13646,Bakhresa Group,10/21/2025 8:00,22906
HUB-ROC-612,Pesticides,Bottle (1L/500ml),25360,35451,available,1489,32,Adjustment,0,0,27468,92a55691,AGRO-DEALER-185,Gasabo,0,PO-INTL-52949,Yalla Yalla Ltd,10/21/2025 15:00,32968
HUB-URE-444,Fertilizers,Bag (50kg),36391,46267,sold,1457,23,Sale,49,49,15360,03b9dcff,AGRO-DEALER-41,Huye,0,PO-INTL-25324,ETG Rwanda,10/21/2025 23:00,47308
HUB-ROC-628,Pesticides,Bottle (1L/500ml),7702,8921,sold,1333,44,Sale,55,55,27413,afd65880,AGRO-DEALER-36,Musanze,0,PO-INTL-22303,Yalla Yalla Ltd,10/22/2025 5:00,10013
HUB-PIC-982,Equipment,Unit (Piece),8623,10161,sold,731,7,Sale,48,48,28540,1f4f7253,AGRO-DEALER-191,Gasabo,0,PO-INTL-58322,ETG Rwanda,10/22/2025 14:00,11210
HUB-DAP-314,Fertilizers,Bag (50kg),26403,35627,sold,938,10,Sale,63,63,18338,95f488b6,AGRO-DEALER-172,Gasabo,0,PO-INTL-41115,ETG Rwanda,10/22/2025 19:00,34324
HUB-DAP-109,Fertilizers,Bag (50kg),22471,30001,sold,1413,7,Sale,74,74,18264,11f54e55,AGRO-DEALER-47,Musanze,0,PO-INTL-87255,Yalla Yalla Ltd,10/23/2025 5:00,29212
HUB-CLI-772,Seeds,Packet (2kg-5kg),38510,53536,sold,570,20,Sale,15,15,18343,d4d6af49,AGRO-DEALER-152,Gasabo,0,PO-INTL-61786,Bakhresa Group,10/23/2025 15:00,50063
HUB-CYP-291,Pesticides,Bottle (1L/500ml),44595,53669,sold,701,10,Sale,48,48,23679,73029702,AGRO-DEALER-6,Gasabo,0,PO-INTL-54653,Agrotech,10/23/2025 17:00,57974
HUB-DAP-626,Fertilizers,Bag (50kg),21414,29917,sold,772,32,Sale,76,76,18188,61ef35f1,AGRO-DEALER-18,Nyagatare,0,PO-INTL-91227,Bakhresa Group,10/24/2025 3:00,27838
HUB-DAP-935,Fertilizers,Bag (50kg),23742,33175,available,1272,38,Purchase,0,0,18728,f8c59382,AGRO-DEALER-53,Musanze,0,PO-INTL-51095,Yalla Yalla Ltd,10/24/2025 14:00,30865
HUB-SOY-634,Seeds,Packet (2kg-5kg),39288,48865,sold,1200,9,Sale,14,14,16119,413e63de,AGRO-DEALER-74,Rubavu,0,PO-INTL-34657,ETG Rwanda,10/24/2025 20:00,51074
HUB-PIC-118,Equipment,Unit (Piece),10613,13763,sold,1139,36,Sale,77,77,28463,72dd73b8,AGRO-DEALER-87,Musanze,0,PO-INTL-91844,ETG Rwanda,10/25/2025 1:00,13797
HUB-ROC-522,Pesticides,Bottle (1L/500ml),10143,11896,sold,518,40,Sale,10,10,27403,c275e031,AGRO-DEALER-31,Rubavu,0,PO-INTL-20872,Bakhresa Group,10/25/2025 5:00,13186
HUB-DAP-319,Fertilizers,Bag (50kg),42815,58493,sold,856,38,Sale,42,42,18686,8caabdc8,AGRO-DEALER-169,Huye,0,PO-INTL-59393,Agrotech,10/25/2025 8:00,55660
HUB-ROC-387,Pesticides,Bottle (1L/500ml),15107,18609,sold,637,8,Sale,61,61,27342,cae89047,AGRO-DEALER-105,Musanze,0,PO-INTL-82925,Agrotech,10/25/2025 11:00,19639
HUB-DAP-872,Fertilizers,Bag (50kg),29348,34870,available,1392,27,Purchase,0,0,20428,2cce3ef7,AGRO-DEALER-163,Rubavu,0,PO-INTL-28883,ETG Rwanda,10/25/2025 20:00,38152
HUB-KNA-594,Equipment,Unit (Piece),35037,40852,sold,538,22,Sale,30,30,23737,eab019eb,AGRO-DEALER-162,Musanze,0,PO-INTL-65416,Bakhresa Group,10/26/2025 5:00,45548
HUB-DIT-759,Pesticides,Bottle (1L/500ml),23244,27926,sold,931,42,Sale,37,37,18470,83bb744c,AGRO-DEALER-72,Gasabo,0,PO-INTL-29673,Agrotech,10/26/2025 7:00,30217
HUB-ROC-552,Pesticides,Bottle (1L/500ml),34516,40801,sold,882,23,Sale,21,21,27321,dba99903,AGRO-DEALER-14,Musanze,0,PO-INTL-36832,Agrotech,10/26/2025 16:00,44871
HUB-ROC-502,Pesticides,Bottle (1L/500ml),15752,22048,sold,606,11,Sale,51,51,27270,4786671e,AGRO-DEALER-39,Rubavu,0,PO-INTL-85955,Bakhresa Group,10/27/2025 3:00,20478
HUB-CYP-851,Pesticides,Bottle (1L/500ml),20696,25874,sold,1108,40,Sale,52,52,23627,0595d6dc,AGRO-DEALER-49,Musanze,0,PO-INTL-58988,ETG Rwanda,10/27/2025 7:00,26905
HUB-NPK-826,Fertilizers,Bag (50kg),23639,31198,available,1137,39,Purchase,0,0,19822,58da2310,AGRO-DEALER-11,Musanze,0,PO-INTL-82436,Yalla Yalla Ltd,10/27/2025 15:00,30731
HUB-DAP-840,Fertilizers,Bag (50kg),43196,54895,sold,565,12,Sale,71,71,20357,4800bc27,AGRO-DEALER-122,Huye,0,PO-INTL-40486,ETG Rwanda,10/27/2025 19:00,56155
HUB-DAP-549,Fertilizers,Bag (50kg),5244,6696,available,535,26,Adjustment,0,0,20355,47dfa8f9,AGRO-DEALER-79,Huye,0,PO-INTL-33729,Bakhresa Group,10/28/2025 4:00,6817
HUB-DIT-441,Pesticides,Bottle (1L/500ml),23743,29826,sold,918,37,Sale,14,14,18456,a5c187cf,AGRO-DEALER-118,Musanze,0,PO-INTL-72325,ETG Rwanda,10/28/2025 5:00,30866
HUB-CYP-194,Pesticides,Bottle (1L/500ml),35268,44561,sold,1285,35,Sale,70,70,23557,bfbeb645,AGRO-DEALER-41,Nyagatare,0,PO-INTL-41016,Agrotech,10/28/2025 9:00,45848
HUB-DIT-375,Pesticides,Bottle (1L/500ml),8533,11584,available,1411,42,Purchase,0,0,19085,c8384adb,AGRO-DEALER-67,Musanze,0,PO-INTL-86514,Yalla Yalla Ltd,10/28/2025 17:00,11093
HUB-NPK-917,Fertilizers,Bag (50kg),17937,22942,sold,908,26,Sale,65,65,19757,80d628f7,AGRO-DEALER-84,Gasabo,0,PO-INTL-64836,Yalla Yalla Ltd,10/28/2025 22:00,23318
HUB-PIC-627,Equipment,Unit (Piece),37269,43013,sold,1450,8,Sale,72,72,28391,0a22f6f8,AGRO-DEALER-94,Nyagatare,0,PO-INTL-35532,Yalla Yalla Ltd,10/29/2025 9:00,48450
HUB-URE-177,Fertilizers,Bag (50kg),21129,26274,sold,1418,17,Sale,62,62,15298,13cdd3e0,AGRO-DEALER-117,Musanze,0,PO-INTL-40804,Agrotech,10/29/2025 12:00,27468
HUB-ROC-786,Pesticides,Bottle (1L/500ml),18668,23636,available,1041,36,Purchase,0,0,28568,5ab81d55,AGRO-DEALER-55,Gasabo,0,PO-INTL-62776,ETG Rwanda,10/29/2025 18:00,24268
HUB-SOY-695,Seeds,Packet (2kg-5kg),28207,37105,sold,1184,26,Sale,88,88,16031,2d19bb39,AGRO-DEALER-183,Nyagatare,0,PO-INTL-27540,Yalla Yalla Ltd,10/29/2025 22:00,36669
HUB-CLI-119,Seeds,Packet (2kg-5kg),9036,11759,sold,1258,37,Sale,97,97,18246,29c7b468,AGRO-DEALER-72,Huye,0,PO-INTL-39810,Agrotech,10/30/2025 8:00,11747
HUB-DAP-961,Fertilizers,Bag (50kg),26240,34656,sold,582,33,Sale,20,20,20335,9e0aa489,AGRO-DEALER-34,Rubavu,0,PO-INTL-68176,Agrotech,10/30/2025 18:00,34112
HUB-DIT-683,Pesticides,Bottle (1L/500ml),40995,50067,available,1414,14,Purchase,0,0,20238,a3b73c16,AGRO-DEALER-32,Rubavu,0,PO-INTL-53048,Agrotech,10/30/2025 22:00,53294
HUB-NPK-835,Fertilizers,Bag (50kg),27874,32722,sold,679,34,Sale,18,18,19739,5d2ceabe,AGRO-DEALER-182,Nyagatare,0,PO-INTL-98306,Bakhresa Group,10/31/2025 9:00,36236
HUB-URE-608,Fertilizers,Bag (50kg),26351,34698,sold,946,37,Sale,60,60,15238,28579a3a,AGRO-DEALER-154,Musanze,0,PO-INTL-27401,Yalla Yalla Ltd,10/31/2025 17:00,34256
HUB-DAP-615,Fertilizers,Bag (50kg),22537,29029,sold,1367,44,Sale,12,12,20323,b510b1cf,AGRO-DEALER-4,Musanze,0,PO-INTL-12056,Bakhresa Group,10/31/2025 23:00,29298
HUB-ROC-705,Pesticides,Bottle (1L/500ml),40821,55784,available,1019,30,Purchase,0,0,30222,b868a75d,AGRO-DEALER-86,Gasabo,0,PO-INTL-38155,Yalla Yalla Ltd,11/1/2025 0:00,53067
HUB-NPK-364,Fertilizers,Bag (50kg),8268,9788,sold,1159,32,Sale,82,82,19657,e20c6c3d,AGRO-DEALER-184,Nyagatare,0,PO-INTL-38451,Yalla Yalla Ltd,11/1/2025 8:00,10748
HUB-KNA-974,Equipment,Unit (Piece),24161,31405,sold,1107,14,Sale,92,92,23645,5d70dad5,AGRO-DEALER-141,Huye,0,PO-INTL-96755,Agrotech,11/1/2025 17:00,31409
HUB-PIC-525,Equipment,Unit (Piece),33876,45823,sold,1053,15,Sale,50,50,28341,37c04ae4,AGRO-DEALER-2,Huye,0,PO-INTL-95895,Bakhresa Group,11/2/2025 3:00,44039
HUB-URE-259,Fertilizers,Bag (50kg),14638,19337,sold,991,32,Sale,54,54,15184,9216c20a,AGRO-DEALER-57,Rubavu,0,PO-INTL-27568,Bakhresa Group,11/2/2025 4:00,19029
HUB-DIT-470,Pesticides,Bottle (1L/500ml),38798,53582,sold,950,40,Sale,61,61,20177,1db04447,AGRO-DEALER-167,Rubavu,0,PO-INTL-57594,ETG Rwanda,11/2/2025 7:00,50437
HUB-CLI-227,Seeds,Packet (2kg-5kg),35338,43477,sold,1266,40,Sale,62,62,18184,a1eb59f5,AGRO-DEALER-38,Gasabo,0,PO-INTL-65037,Yalla Yalla Ltd,11/2/2025 18:00,45939
HUB-PIC-659,Equipment,Unit (Piece),11026,15114,sold,898,41,Sale,70,70,28271,43aa975b,AGRO-DEALER-71,Rubavu,0,PO-INTL-36245,Agrotech,11/3/2025 0:00,14334
HUB-URE-841,Fertilizers,Bag (50kg),11917,15739,sold,1263,34,Sale,95,95,15089,abac5099,AGRO-DEALER-9,Musanze,0,PO-INTL-74910,Yalla Yalla Ltd,11/3/2025 11:00,15492
HUB-URE-353,Fertilizers,Bag (50kg),34317,40397,sold,517,16,Sale,42,42,15047,866cdc73,AGRO-DEALER-163,Nyagatare,0,PO-INTL-26433,Agrotech,11/3/2025 14:00,44612
HUB-PIC-306,Equipment,Unit (Piece),29396,36794,sold,914,16,Sale,16,16,28255,23cf3fe5,AGRO-DEALER-106,Gasabo,0,PO-INTL-96778,Agrotech,11/4/2025 1:00,38215
HUB-NPK-998,Fertilizers,Bag (50kg),38492,50165,sold,1128,37,Sale,66,66,19591,57711329,AGRO-DEALER-195,Musanze,0,PO-INTL-82369,ETG Rwanda,11/4/2025 11:00,50040
HUB-KNA-204,Equipment,Unit (Piece),13723,17124,sold,1286,40,Sale,96,96,23549,0487aa06,AGRO-DEALER-66,Huye,0,PO-INTL-86737,Agrotech,11/4/2025 13:00,17840
HUB-PIC-977,Equipment,Unit (Piece),8339,9602,sold,1053,23,Sale,42,42,28213,7b966b7d,AGRO-DEALER-94,Huye,0,PO-INTL-47760,Agrotech,11/4/2025 16:00,10841
HUB-ROC-733,Pesticides,Bottle (1L/500ml),11928,13879,sold,784,20,Sale,26,26,30196,c72192e8,AGRO-DEALER-136,Musanze,0,PO-INTL-61559,ETG Rwanda,11/4/2025 17:00,15506
HUB-DAP-623,Fertilizers,Bag (50kg),21795,28406,sold,551,25,Sale,97,97,20226,172df11d,AGRO-DEALER-129,Gasabo,0,PO-INTL-20977,Agrotech,11/4/2025 22:00,28334
HUB-ROC-769,Pesticides,Bottle (1L/500ml),29522,40006,sold,1162,11,Sale,59,59,30137,ca0867c9,AGRO-DEALER-120,Musanze,0,PO-INTL-99333,Agrotech,11/5/2025 9:00,38379
HUB-DAP-926,Fertilizers,Bag (50kg),5733,7151,sold,1094,20,Sale,72,72,20154,341c827f,AGRO-DEALER-50,Huye,0,PO-INTL-46641,Yalla Yalla Ltd,11/5/2025 13:00,7453
HUB-NPK-496,Fertilizers,Bag (50kg),36663,50920,sold,1182,7,Sale,60,60,19531,b3a0e51c,AGRO-DEALER-27,Huye,0,PO-INTL-83602,Yalla Yalla Ltd,11/5/2025 19:00,47662
HUB-NPK-350,Fertilizers,Bag (50kg),23934,31977,sold,715,29,Sale,63,63,19468,28fa7618,AGRO-DEALER-29,Nyagatare,0,PO-INTL-85829,Agrotech,11/6/2025 3:00,31114
HUB-HYB-294,Seeds,Packet (2kg-5kg),29460,34620,sold,791,43,Sale,70,70,13083,e4dfec0c,AGRO-DEALER-119,Rubavu,0,PO-INTL-18109,Agrotech,11/6/2025 11:00,38298
HUB-PIC-911,Equipment,Unit (Piece),25507,30269,sold,1052,26,Sale,26,26,28187,20414683,AGRO-DEALER-143,Huye,0,PO-INTL-39369,Yalla Yalla Ltd,11/6/2025 17:00,33159
